We,PRON,1,1
were,VERB,1,1
We,PRON,1,1
were,VERB,1,1
were,VERB,1,1
were,VERB,1,1
young,ADJ,1,1
kids,NOUN,1,1
stranded,VERB,1,1
left,VERB,1,1
with,ADP,1,1
were,VERB,1,1
left,VERB,1,1
Gatwick,NOUN,1,1
stranded,VERB,1,1
left,VERB,1,1
left,VERB,1,1
on,ADP,1,1
We,PRON,1,1
for,ADP,1,1
with,ADP,1,1
were,VERB,1,1
with,ADP,1,1
promise,VERB,1,1
even,ADV,1,1
young,ADJ,1,1
your,DET,1,1
monitor,VERB,1,1
We,PRON,1,1
and,CONJ,1,1
Don,VERB,1,1
waiting,VERB,1,1
stranded,VERB,1,1
arrivals,NOUN,1,1
We,PRON,1,1
they,PRON,1,1
were,VERB,1,1
at,ADP,1,1
at,ADP,1,1
to,PRT,1,1
were,VERB,1,1
Gatwick,NOUN,1,1
Gatwick,NOUN,1,1
We,PRON,1,1
monitor,VERB,1,1
Airport,NOUN,1,1
flight,NOUN,1,1
monitor,VERB,1,1
and,CONJ,1,1
and,CONJ,1,1
your,DET,1,1
unless,ADP,1,1
with,ADP,1,1
on,ADP,1,1
these,DET,1,1
waiting,VERB,1,1
for,ADP,1,1
me,PRON,1,1
be,VERB,1,1
for,ADP,1,1
deal,NOUN,1,1
with,ADP,1,1
0,NUM,1,1
at,ADP,1,1
for,ADP,1,1
0,NUM,1,1
for,ADP,1,1
your,DET,1,1
hours,NOUN,1,1
better,ADJ,1,1
they,PRON,1,1
*****,X,1,1
for,ADP,1,1
with,ADP,1,1
you,PRON,1,1
the,DET,1,1
guys,NOUN,1,1
kids,NOUN,1,1
€,X,1,1
A,DET,1,1
though,ADV,1,1
0,NUM,1,1
my,DET,1,1
myself,PRON,1,1
promise,VERB,1,1
Airport,NOUN,1,1
t,PRT,1,1
and,CONJ,1,1
on,ADP,1,1
€,X,1,1
Airport,NOUN,1,1
though,ADV,1,1
even,ADV,1,1
Don,VERB,1,1
A,DET,1,1
day,NOUN,1,1
be,VERB,1,1
€,X,1,1
left,VERB,1,1
on,ADP,1,1
company,NOUN,1,1
kids,NOUN,1,1
they,PRON,1,1
me,PRON,1,1
a,DET,1,1
the,DET,1,1
at,ADP,1,1
arrival,NOUN,1,1
*****,X,1,1
the,DET,1,1
00,NUM,1,1
at,ADP,1,1
are,VERB,1,1
me,PRON,1,1
€,X,1,1
A,DET,1,1
previous,ADJ,1,1
I,PRON,1,1
day,NOUN,1,1
wife,NOUN,1,1
on,ADP,1,1
enjoy,VERB,1,1
who,PRON,1,1
the,DET,1,1
young,ADJ,1,1
I,PRON,1,1
informed,VERB,1,1
wife,NOUN,1,1
and,CONJ,1,1
Gatwick,NOUN,1,1
t,PRT,1,1
0,NUM,1,1
Gatwick,NOUN,1,1
was,VERB,1,1
follow,NOUN,1,1
myself,PRON,1,1
on,ADP,1,1
the,DET,1,1
they,PRON,1,1
shipping,NOUN,1,1
be,VERB,1,1
enjoy,VERB,1,1
Airport,NOUN,1,1
at,ADP,1,1
days,NOUN,1,1
groom,NOUN,1,1
though,ADV,1,1
groom,NOUN,1,1
be,VERB,1,1
days,NOUN,1,1
on,ADP,1,1
though,ADV,1,1
you,PRON,1,1
products,NOUN,1,1
nearly,ADV,1,1
working,NOUN,1,1
0,NUM,1,1
are,VERB,1,1
S0,NOUN,1,1
company,NOUN,1,1
00,NUM,1,1
and,CONJ,1,1
September,NOUN,1,1
days,NOUN,1,1
company,NOUN,1,1
a,DET,1,1
owners,NOUN,1,1
up,NOUN,1,1
for,ADP,1,1
follow,NOUN,1,1
guys,NOUN,1,1
waiting,VERB,1,1
choice,NOUN,1,1
their,DET,1,1
with,ADP,1,1
company,NOUN,1,1
of,ADP,1,1
and,CONJ,1,1
web,NOUN,1,1
goods,NOUN,1,1
Airport,NOUN,1,1
on,ADP,1,1
on,ADP,1,1
than,ADP,1,1
monitor,VERB,1,1
ordered,VERB,1,1
and,CONJ,1,1
0,NUM,1,1
0,NUM,1,1
also,ADV,1,1
excellent,ADJ,1,1
follow,NOUN,1,1
the,DET,1,1
a,DET,1,1
and,CONJ,1,1
A,DET,1,1
We,PRON,1,1
a,DET,1,1
changed,VERB,1,1
my,DET,1,1
who,PRON,1,1
at,ADP,1,1
who,PRON,1,1
my,DET,1,1
deal,NOUN,1,1
left,VERB,1,1
A,DET,1,1
Conditions,NOUN,1,1
be,VERB,1,1
owners,NOUN,1,1
and,CONJ,1,1
arrivals,NOUN,1,1
as,ADV,1,1
it,PRON,1,1
insurance,NOUN,1,1
00,NUM,1,1
offered,VERB,1,1
ordered,VERB,1,1
arrival,NOUN,1,1
0,NUM,1,1
September,NOUN,1,1
their,DET,1,1
selection,NOUN,1,1
working,NOUN,1,1
pet,NOUN,1,1
recommend,VERB,1,1
promise,VERB,1,1
Sonos,NOUN,1,1
was,VERB,1,1
Company,NOUN,1,1
would,VERB,1,1
such,ADJ,1,1
some,DET,1,1
highly,ADV,1,1
excellent,ADJ,1,1
0,NUM,1,1
a,DET,1,1
for,ADP,1,1
email,NOUN,1,1
you,PRON,1,1
kids,NOUN,1,1
bookings,NOUN,1,1
They,PRON,1,1
payment,NOUN,1,1
who,PRON,1,1
me,PRON,1,1
promptness,NOUN,1,1
recommend,VERB,1,1
at,ADP,1,1
to,PRT,1,1
I,PRON,1,1
pet,NOUN,1,1
and,CONJ,1,1
to,ADP,1,1
the,DET,1,1
an,DET,1,1
Terms,NOUN,1,1
0,NUM,1,1
payment,NOUN,1,1
and,CONJ,1,1
your,DET,1,1
guys,NOUN,1,1
t,PRT,1,1
problems,NOUN,1,1
to,ADP,1,1
on,ADP,1,1
than,ADP,1,1
have,VERB,1,1
made,VERB,1,1
are,VERB,1,1
of,ADP,1,1
Pet,NOUN,1,1
than,ADP,1,1
It,PRON,1,1
at,ADP,1,1
to,ADP,1,1
applicable,ADJ,1,1
€,X,1,1
0,NUM,1,1
cover,NOUN,1,1
a,DET,1,1
becomes,VERB,1,1
day,NOUN,1,1
0,NUM,1,1
be,VERB,1,1
all,DET,1,1
proper,ADJ,1,1
sales,NOUN,1,1
excellent,ADJ,1,1
Don,VERB,1,1
to,ADP,1,1
and,CONJ,1,1
a,DET,1,1
memory,NOUN,1,1
0,NUM,1,1
working,NOUN,1,1
site,NOUN,1,1
your,DET,1,1
highly,ADV,1,1
goods,NOUN,1,1
returns,NOUN,1,1
0,NUM,1,1
parts,NOUN,1,1
recommended,VERB,1,1
such,ADJ,1,1
flight,NOUN,1,1
to,PRT,1,1
but,CONJ,1,1
memory,NOUN,1,1
and,CONJ,1,1
and,CONJ,1,1
and,CONJ,1,1
ordered,VERB,1,1
you,PRON,1,1
and,CONJ,1,1
a,DET,1,1
hour,NOUN,1,1
slot,NOUN,1,1
sales,NOUN,1,1
working,NOUN,1,1
found,VERB,1,1
golf,NOUN,1,1
Company,NOUN,1,1
ll,VERB,1,1
memory,NOUN,1,1
00nd,NOUN,1,1
good,ADJ,1,1
improve,VERB,1,1
when,ADV,1,1
after,ADP,1,1
In,ADP,1,1
A,DET,1,1
trip,NOUN,1,1
left,VERB,1,1
days,NOUN,1,1
their,DET,1,1
INFORMATION,VERB,1,1
€,X,1,1
days,NOUN,1,1
golf,NOUN,1,1
MEMBERS,NOUN,1,1
operate,VERB,1,1
obviously,ADV,1,1
0,NUM,1,1
00,NUM,1,1
days,NOUN,1,1
web,NOUN,1,1
In,ADP,1,1
00,NUM,1,1
ll,VERB,1,1
is,VERB,1,1
a,DET,1,1
t,PRT,1,1
STAFF,NOUN,1,1
0,NUM,1,1
0,NUM,1,1
fewadditional,ADJ,1,1
golf,NOUN,1,1
offered,VERB,1,1
BEWARE,VERB,1,1
days,NOUN,1,1
manufacturers,NOUN,1,1
and,CONJ,1,1
goods,NOUN,1,1
Took,VERB,1,1
and,CONJ,1,1
Sonos,NOUN,1,1
expensive,ADJ,1,1
want,VERB,1,1
the,DET,1,1
had,VERB,1,1
Gatwick,NOUN,1,1
the,DET,1,1
first,ADV,1,1
problems,NOUN,1,1
I,PRON,1,1
delivery,NOUN,1,1
parts,NOUN,1,1
the,DET,1,1
Don,VERB,1,1
lowest,ADJ,1,1
payment,NOUN,1,1
0,NUM,1,1
lowest,ADJ,1,1
per,ADP,1,1
service,NOUN,1,1
selection,NOUN,1,1
but,CONJ,1,1
Took,VERB,1,1
previous,ADJ,1,1
Sonos,NOUN,1,1
Took,VERB,1,1
MEMBERS,NOUN,1,1
pleased,ADJ,1,1
would,VERB,1,1
a,DET,1,1
TO,PRT,1,1
previous,ADJ,1,1
couple,NOUN,1,1
want,VERB,1,1
It,PRON,1,1
rate,VERB,1,1
had,VERB,1,1
00,NUM,1,1
owners,NOUN,1,1
CLAIMBACK,NOUN,1,1
and,CONJ,1,1
them,PRON,1,1
changed,VERB,1,1
for,ADP,1,1
left,VERB,1,1
the,DET,1,1
subject,NOUN,1,1
NEVER,ADV,1,1
subject,NOUN,1,1
bed,NOUN,1,1
such,ADJ,1,1
never,ADV,1,1
to,PRT,1,1
for,ADP,1,1
0,NUM,1,1
service,NOUN,1,1
becomes,VERB,1,1
their,DET,1,1
for,ADP,1,1
0,NUM,1,1
would,VERB,1,1
have,VERB,1,1
highly,ADV,1,1
for,ADP,1,1
to,PRT,1,1
